,id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
755,1060452,2011,01/12/2011,1072014,7.0,RENT,1,Low,50000,1,20000, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,27.67,25198.37659,20000.0,0.0,451.9,Northern-Irl
756,1051471,2011,01/12/2011,1072012,0.5,OWN,2,Low,66000,1,18000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,13.49,C,3,12.87,13380.5,2950.75,9114.35,610.75,Northern-Irl
757,1059954,2011,01/12/2011,1042015,10.0,OWN,2,Low,80000,1,13000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,4.96,18462.04001,13000.0,0.0,321.48,cannught
758,1059310,2011,01/12/2011,1072014,7.0,MORTGAGE,3,Low,100000,1,35000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,19.03,44519.61002,35000.0,0.0,1243.85,munster
759,1055282,2011,01/12/2011,1112013,1.0,MORTGAGE,3,Medium,123000,2,35000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.27,C,3,19.34,41998.98,35000.0,0.0,1200.82,cannught
760,1060631,2011,01/12/2011,1122015,10.0,RENT,1,Low,70000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,21.17,12713.56,9001.42,0.0,265.18,Northern-Irl
761,1058486,2011,01/12/2011,1072013,9.0,MORTGAGE,3,Low,60000,1,7200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,22.22,8400.86,7200.0,0.0,244.3,cannught
762,1060427,2011,01/12/2011,1032015,10.0,MORTGAGE,3,Medium,150000,2,25000, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,15.96,C,3,5.66,22175.02094,15925.0,0.0,386.93,leinster
763,1060418,2011,01/12/2011,1122014,3.0,RENT,1,Low,80000,1,4000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.69,B,2,21.66,4828.7706229999985,4000.0,0.0,134.18,ulster
764,1060605,2011,01/12/2011,1122014,10.0,RENT,1,Low,31000,1,7000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.51,A,1,26.86,7837.832636,7000.0,0.0,217.78,leinster
765,1060597,2011,01/12/2011,1012015,4.0,MORTGAGE,3,Low,90000,1,15000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,13.49,C,3,6.93,18379.50029,15000.0,0.0,508.96,leinster
766,1060600,2011,01/12/2011,1122015,1.0,RENT,1,Low,61600,1,12800, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,21.8,13564.28,9603.54,0.0,282.86,Northern-Irl
767,1053763,2011,01/12/2011,1022012,10.0,MORTGAGE,3,Low,71316,1,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,20.89,F,6,14.79,1151.2,412.29,0.0,576.27,leinster
768,1060581,2011,01/12/2011,1122015,8.0,RENT,1,Low,42000,1,15000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.77,D,4,15.69,17782.5,10916.56,0.0,370.94,leinster
769,1060372,2011,01/12/2011,1012015,5.0,RENT,1,Low,34000,1,7200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,17.51,8111.0414930000015,7200.0,0.0,225.29,Northern-Irl
770,1060371,2011,01/12/2011,1042014,10.0,RENT,1,Low,36000,1,13000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.27,D,4,10.9,16272.97548,13000.0,0.0,465.24,leinster
771,1060369,2011,01/12/2011,1112013,4.0,RENT,1,Low,65000,1,28000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,14.64,31031.65,28000.0,0.0,876.13,Northern-Irl
772,1060365,2011,01/12/2011,1122014,8.0,RENT,1,Low,35000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,15.87,13918.779880000002,12000.0,0.0,386.7,leinster
773,1060086,2011,01/12/2011,1022012,0.5,RENT,1,Low,50000,1,16000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.58,D,4,21.14,1698.62,338.39,894.68,402.65,ulster
774,1058493,2011,01/12/2011,1122014,5.0,RENT,1,Low,62004,1,14000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,8.9,A,1,9.08,16001.29787,14000.0,0.0,444.55,Northern-Irl
775,1059978,2011,01/12/2011,1112013,10.0,RENT,1,Low,74000,1,11500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,7.96,13368.85,11500.0,0.0,380.38,ulster
776,1059252,2011,01/12/2011,1102013,1.0,MORTGAGE,3,Low,42000,1,10500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,10.77,12544.09,10500.0,0.0,362.19,leinster
777,1060167,2011,01/12/2011,1012015,5.0,OWN,2,Low,48000,1,14400, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,20.68,17352.76502,14400.0,0.0,481.18,Northern-Irl
778,1059974,2011,01/12/2011,1102013,7.0,RENT,1,Low,65000,1,16000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,10.36,17991.38,16000.01,0.0,515.6,ulster
779,1060046,2011,01/12/2011,1122014,2.0,RENT,1,Low,15360,1,5375, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,16.25,6233.763882,5375.0,0.0,173.21,ulster
780,1060030,2011,01/12/2011,1062014,10.0,MORTGAGE,3,Low,61000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,13.49,C,3,17.67,14559.2163,12000.0,0.0,407.17,leinster
781,1059948,2011,01/12/2011,1082012,0.5,RENT,1,Low,83000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.51,A,1,8.36,3531.72,2435.23,549.4,373.33,Northern-Irl
782,1060036,2011,01/12/2011,1122014,2.0,MORTGAGE,3,Medium,120000,2,17000, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,6.03,A,1,8.94,18625.72564,17000.0,0.0,517.41,ulster
783,1055631,2011,01/12/2011,1042013,0.5,RENT,1,Medium,106000,2,30000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,19.03,E,5,15.72,36983.59,30000.0,0.0,778.72,munster
784,1060019,2011,01/12/2011,1012013,5.0,RENT,1,Low,42000,1,13000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,20.3,E,5,7.69,6564.2,3536.97,543.27,485.12,cannught
785,1053454,2011,01/12/2011,1032013,0.5,MORTGAGE,3,Low,30000,1,7125, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.51,A,1,18.12,3103.49,2306.14,276.61,221.67,cannught
786,1059930,2011,01/12/2011,1122015,10.0,RENT,1,Low,32000,1,14000, 60 months,2,INDIVIDUAL,1,wedding,5,High,2,Good Loan,0,18.25,D,4,16.28,17135.62,10096.83,0.0,357.42,munster
787,1060004,2011,01/12/2011,1092012,1.0,RENT,1,Low,72100,1,8000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,6.71,8797.75,8000.0,0.0,275.96,ulster
788,1060015,2011,01/12/2011,1122014,3.0,RENT,1,Low,58000,1,12500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,17.32,14881.19741,12500.0,0.0,413.45,ulster
789,1059936,2011,01/12/2011,1112012,4.0,RENT,1,Low,40000,1,10000, 36 months,1,INDIVIDUAL,1,car,2,High,2,Good Loan,0,14.27,C,3,18.69,11154.11,10000.0,0.0,343.09,Northern-Irl
790,1059288,2011,01/12/2011,1122015,1.0,RENT,1,Low,75000,1,12000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,13.49,C,3,23.58,9020.08,6070.97,0.0,188.07,ulster
791,1052230,2011,01/12/2011,1122014,3.0,RENT,1,Low,48880,1,14000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.65,B,2,21.95,16413.451719999994,14000.0,0.0,456.03,cannught
792,1059996,2011,01/12/2011,1102014,5.0,RENT,1,Low,48000,1,7500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,5.08,8213.849094,7500.0,0.0,228.27,Northern-Irl
793,1059887,2011,01/12/2011,1072013,9.0,MORTGAGE,3,Low,40000,1,19200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,11.37,21528.19,19200.0,0.0,618.72,ulster
794,1010310,2011,01/12/2011,1122014,7.0,MORTGAGE,3,Medium,110000,2,9000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,13.06,10714.95251,9000.0,0.0,297.69,leinster
795,1059889,2011,01/12/2011,1012016,4.0,MORTGAGE,3,Low,60000,1,16000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,17.27,D,4,11.98,19173.08,11608.49,0.0,399.97,ulster
796,1059736,2011,01/12/2011,1122014,3.0,RENT,1,Low,65000,1,20000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,8.9,A,1,14.99,22859.45344,20000.0,0.0,635.07,Northern-Irl
797,1059870,2011,01/12/2011,1122014,7.0,MORTGAGE,3,Low,50000,1,9000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,1.99,10990.74867,9000.0,0.0,305.38,leinster
798,1059874,2011,01/12/2011,1102013,10.0,RENT,1,Low,55000,1,9600, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.51,A,1,27.34,7120.37,5595.77,564.81,298.67,ulster
799,1032863,2011,01/12/2011,1062012,10.0,MORTGAGE,3,Low,63000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.69,B,2,20.67,12972.64,886.61,11349.52,271.14,ulster
800,1054178,2011,01/12/2011,1122015,10.0,MORTGAGE,3,Medium,133224,2,18000, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,11.71,B,2,10.97,13061.8,9247.93,0.0,272.37,munster
801,1059843,2011,01/12/2011,1022012,8.0,RENT,1,Low,35100,1,1000, 36 months,1,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,13.49,C,3,6.19,1017.55,1000.0,0.0,33.94,leinster
802,1057243,2011,01/12/2011,1052013,6.0,RENT,1,Low,38000,1,15000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,15.27,C,3,13.83,9376.44,6231.02,515.36,521.97,Northern-Irl
803,1059785,2011,01/12/2011,1032013,6.0,RENT,1,Low,38000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,21.32,14107.0,12000.0,0.0,426.47,ulster
804,1059698,2011,01/12/2011,1122015,3.0,RENT,1,Low,41000,1,12000, 60 months,2,INDIVIDUAL,1,medical,9,High,2,Good Loan,0,14.27,C,3,22.77,13474.32,8871.07,0.0,280.91,ulster
805,1059704,2011,01/12/2011,1112013,7.0,MORTGAGE,3,Medium,108000,2,14000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,8.9,A,1,27.86,15713.21,14000.0,0.0,444.55,leinster
806,1059801,2011,01/12/2011,1082015,0.5,RENT,1,Low,43000,1,15600, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.96,C,3,7.56,22125.43418,15600.0,0.0,379.04,Northern-Irl
807,1059605,2011,01/12/2011,1122014,4.0,RENT,1,Low,45000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,11.41,11723.51949,10000.0,0.0,325.74,munster
808,1058085,2011,01/12/2011,1122014,1.0,RENT,1,Low,23000,1,7200, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.69,B,2,20.19,8767.154702,7200.0,0.0,241.53,cannught
809,1059157,2011,01/12/2011,1052013,2.0,MORTGAGE,3,Low,47532,1,22250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,15.27,C,3,23.76,10060.04,4691.15,1023.52,532.49,cannught
810,1059627,2011,01/12/2011,1122015,0.5,RENT,1,Low,26000,1,13250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.27,D,4,10.89,15885.26,9616.88,0.0,331.23,Northern-Irl
811,1023566,2011,01/12/2011,1022015,0.5,MORTGAGE,3,Medium,150000,2,26400, 60 months,2,INDIVIDUAL,1,house,12,High,2,Good Loan,0,14.27,C,3,3.23,22493.50057,16725.0,0.0,391.51,leinster
812,1059657,2011,01/12/2011,1042012,4.0,RENT,1,Low,32000,1,11000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,23.66,11350.45,11000.0,0.0,354.48,cannught
813,1059639,2011,01/12/2011,1122014,3.0,RENT,1,Low,55000,1,9600, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,8.9,A,1,17.02,10971.81459,9600.0,0.0,304.84,cannught
814,1059571,2011,01/12/2011,1012015,4.0,RENT,1,Low,35000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,18.55,12786.89777,10000.0,0.0,355.39,ulster
815,1059623,2011,01/12/2011,1122015,3.0,OWN,2,Low,75000,1,7000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Good Loan,0,15.96,C,3,21.66,8137.32,5111.01,0.0,170.08,Northern-Irl
816,1059629,2011,01/12/2011,1122014,5.0,MORTGAGE,3,Low,74000,1,11000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,9.91,B,2,18.24,12757.78953,11000.0,0.0,354.48,munster
817,1057474,2011,01/12/2011,1122015,9.0,MORTGAGE,3,Low,50000,1,13000, 60 months,2,INDIVIDUAL,1,wedding,5,High,2,Good Loan,0,16.77,D,4,19.13,15411.02,9460.71,0.0,321.48,cannught
818,1059603,2011,01/12/2011,1022012,8.0,OWN,2,Low,30000,1,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.51,A,1,18.72,5061.87,5000.0,0.0,155.56,munster
819,1059522,2011,01/12/2011,1012014,1.0,RENT,1,Low,37000,1,6000, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Bad Loan,1,11.71,B,2,6.68,5250.06,3931.16,299.31,198.46,leinster
820,1059529,2011,01/12/2011,1092014,3.0,RENT,1,Medium,105000,2,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,7.25,3652.116062,3000.0,0.0,101.8,ulster
821,1059502,2011,01/12/2011,1012013,10.0,RENT,1,Low,42000,1,8200, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,16.77,D,4,5.06,3033.4,1240.19,412.99,202.78,ulster
822,1058733,2011,01/12/2011,1122014,10.0,OWN,2,Low,80000,1,17000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,16.65,20445.67305,17000.0,0.0,568.06,ulster
823,1059497,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Low,35000,1,5000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,10.65,B,2,13.92,5861.566609,5000.0,0.0,162.87,leinster
824,1059433,2011,01/12/2011,1122014,6.0,OWN,2,Low,23000,1,6400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,10.75,7314.625679000002,6400.0,0.0,203.23,munster
825,1059469,2011,01/12/2011,1122014,7.0,RENT,1,Low,50000,1,13000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.29,D,4,8.33,16518.64979,13000.0,0.0,458.91,Northern-Irl
826,1048973,2011,01/12/2011,1122015,10.0,RENT,1,Low,36000,1,18000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,22.03,19084.38,13511.0,0.0,397.77,leinster
827,1059444,2011,01/12/2011,1052015,10.0,MORTGAGE,3,Low,60000,1,16000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,17.7,22114.32585,16000.0,0.0,382.92,leinster
828,1059311,2011,01/12/2011,1032014,7.0,RENT,1,Low,40000,1,13200, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,17.27,D,4,24.36,17517.43172,13200.0,0.0,329.98,Northern-Irl
829,1059333,2011,01/12/2011,1012015,1.0,RENT,1,Low,38200,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.77,D,4,17.09,12787.6669,10000.0,0.0,355.39,leinster
830,1055994,2011,01/12/2011,1012014,8.0,RENT,1,Low,37000,1,15000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,15.96,C,3,20.14,9111.5,4845.58,16.75,364.46,leinster
831,1059386,2011,01/12/2011,1052014,10.0,RENT,1,Low,56000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,10.03,6118.317334,5000.0,0.0,171.55,ulster
832,1059289,2011,01/12/2011,1012014,0.5,RENT,1,Low,38000,1,7200, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,14.34,7984.64,7200.0,0.0,225.29,ulster
833,1058552,2011,01/12/2011,1012015,3.0,RENT,1,Low,43000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,19.4,16919.69706,15000.0,0.0,469.36,munster
834,1059461,2011,01/12/2011,1012012,0.5,MORTGAGE,3,Low,60000,1,15700, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,19.42,E,5,9.12,257.99,98.47,0.0,258.46,ulster
835,1059312,2011,01/12/2011,1072014,3.0,RENT,1,Low,46000,1,5000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,21.28,F,6,6.1,7280.813661,5000.0,0.0,136.06,leinster
836,1058031,2011,01/12/2011,1022013,2.0,MORTGAGE,3,Medium,105000,2,9600, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,10.19,10703.16,9600.0,0.0,317.53,leinster
837,1059447,2011,01/12/2011,1112015,5.0,RENT,1,Medium,107000,2,16000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.91,E,5,6.47,24813.03,16000.0,0.0,423.11,Northern-Irl
838,1059319,2011,01/12/2011,1122013,4.0,MORTGAGE,3,High,235000,3,35000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,19.03,E,5,14.08,19075.97,6337.11,5420.08,593.77,ulster
839,1059274,2011,01/12/2011,1122015,4.0,MORTGAGE,3,Low,70000,1,21000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,20.11,23804.54,15496.83,0.0,495.74,munster
840,1059291,2011,01/12/2011,1032014,10.0,RENT,1,Low,78000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.58,D,4,13.18,6353.86,2820.19,803.37,206.99,ulster
841,1059280,2011,01/12/2011,1122014,10.0,RENT,1,Low,24000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,11.75,7034.178269,6000.0,0.0,195.44,leinster
842,1059284,2011,01/12/2011,1122015,5.0,MORTGAGE,3,Low,51750,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,20.3,E,5,18.97,25562.28,14238.45,0.0,533.23,Northern-Irl
843,1059362,2011,01/12/2011,1012015,0.5,MORTGAGE,3,Low,57600,1,6000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,14.65,C,3,23.42,7449.647198999999,6000.0,0.0,206.97,munster
844,1059262,2011,01/12/2011,1092013,1.0,RENT,1,Low,50000,1,7150, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,24.6,8256.97,7150.0,0.0,239.85,leinster
845,1059409,2011,01/12/2011,1112013,7.0,RENT,1,Low,55000,1,13000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,19.42,E,5,19.09,7825.52,3576.75,15.41,340.24,leinster
846,1057384,2011,01/12/2011,1122014,2.0,RENT,1,Medium,120000,2,32000, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,6.62,A,1,6.07,35368.03034,32000.0,0.0,982.52,Northern-Irl
847,1058892,2011,01/12/2011,1112012,2.0,OWN,2,Medium,108000,2,8000, 36 months,1,INDIVIDUAL,1,house,12,High,2,Bad Loan,1,15.27,C,3,12.48,3394.06,2064.97,340.57,278.39,ulster
848,1059282,2011,01/12/2011,1122015,4.0,RENT,1,Low,40000,1,15500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,11.19,17104.66,11511.91,0.0,356.58,Northern-Irl
849,1052360,2011,01/12/2011,1122014,0.5,RENT,1,Low,97600,1,7000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,8.9,A,1,7.97,8000.176789,7000.0,0.0,222.28,cannught
850,1059251,2011,01/12/2011,1072013,10.0,MORTGAGE,3,Low,70800,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,7.76,12961.28,12000.0,0.0,368.45,cannught
851,1059227,2011,01/12/2011,1122014,10.0,RENT,1,Low,45000,1,10400, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,11.31,12912.07214,10400.0,0.0,358.74,munster
852,1059236,2011,01/12/2011,1072014,2.0,RENT,1,Low,60000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,12.69,B,2,18.38,14425.38571,12000.0,0.0,402.54,Northern-Irl
853,1042427,2011,01/12/2011,1122015,3.0,MORTGAGE,3,Low,88000,1,8000, 60 months,2,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,11.71,B,2,3.25,5347.18,3786.23,0.0,111.6,ulster
854,1059210,2011,01/12/2011,1072014,10.0,MORTGAGE,3,Low,74000,1,16000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.29,D,4,15.84,20218.04262,16000.0,0.0,564.81,cannught
855,1059174,2011,01/12/2011,1112013,2.0,RENT,1,Low,91500,1,4500, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.65,B,2,11.67,5162.43,4500.0,0.0,146.58,leinster
856,1057064,2011,01/12/2011,1122014,2.0,RENT,1,Low,42500,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,16.69,6013.514081,5000.0,0.0,167.08,cannught
857,1059199,2011,01/12/2011,1012015,6.0,RENT,1,Low,45000,1,3600, 36 months,1,INDIVIDUAL,1,major_purchase,8,High,2,Good Loan,0,16.29,D,4,22.05,4574.034431,3600.0,0.0,127.09,leinster
858,1048482,2011,01/12/2011,1122015,8.0,RENT,1,Low,75000,1,30000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,20.3,E,5,18.77,23719.86,13211.04,0.0,494.57,leinster
859,1058946,2011,01/12/2011,1102014,10.0,MORTGAGE,3,Medium,103000,2,21000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,12.41,25505.7397,21000.0,0.0,712.54,Northern-Irl
860,1059186,2011,01/12/2011,1072012,2.0,RENT,1,Low,42000,1,7000, 36 months,1,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,14.27,C,3,11.09,7485.82,7000.0,0.0,240.17,cannught
861,1059120,2011,01/12/2011,1122015,8.0,MORTGAGE,3,Low,90000,1,17475, 60 months,2,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.9,A,1,8.44,16924.3,13378.13,0.0,353.5,Northern-Irl
862,1050101,2011,01/12/2011,1102015,0.5,MORTGAGE,3,Low,63000,1,27575, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,19.92,23148.63001,17350.0,0.0,392.02,Northern-Irl
863,1059128,2011,01/12/2011,1122015,6.05,MORTGAGE,3,Low,25000,1,7000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,15.17,6928.92,5320.57,0.0,144.97,leinster
864,1058958,2011,01/12/2011,1022014,1.0,RENT,1,Low,35000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,17.73,16730.08958,15000.0,0.0,469.36,Northern-Irl
865,1032427,2011,01/12/2011,1122014,6.0,RENT,1,Low,16000,1,2250, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,13.49,C,3,18.75,2746.895449,2250.0,0.0,76.35,munster
866,1058956,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Low,53000,1,17050, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,23.64,20507.01437,17050.0,0.0,569.74,leinster
867,1058959,2011,01/12/2011,1122014,2.0,RENT,1,Medium,110000,2,16500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,10.22,21102.58629,16500.0,0.0,586.39,Northern-Irl
868,1058952,2011,01/12/2011,1122015,4.0,MORTGAGE,3,Low,69000,1,35000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,19.91,E,5,9.41,44419.68,25001.66,0.0,925.54,leinster
869,1055920,2011,01/12/2011,1012015,0.5,RENT,1,Low,16000,1,3250, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,19.13,3923.835683,3250.0,0.0,108.6,leinster
870,1059103,2011,01/12/2011,1012014,4.0,MORTGAGE,3,Low,38400,1,7000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,9.34,7792.28,7000.0,0.0,219.04,munster
871,1059046,2011,01/12/2011,1092014,3.0,MORTGAGE,3,Low,80000,1,24000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,13.26,28530.6625,24000.0,0.0,793.83,Northern-Irl
